楼盘名称,房价(元/平方米),楼盘位置,建成年份,附近地铁站
红旗公寓,19240,江汉/长港路,1999年建成,近地铁2号线汉口火车站站
红旗公寓,19240,江汉/长港路,1999年建成,近地铁2号线汉口火车站站
学林华府,18443,江汉/长港路,2008年建成,无地铁
华立新华时代,23734,江汉/CBD西北湖,2007年建成,近地铁3号线范湖站
汉口城市之光,21213,江汉/CBD西北湖,2003年建成,近地铁3号线范湖站
葛洲坝国际广场,25476,江汉/CBD西北湖,2010年建成,近地铁3号线范湖站
长春小区,14199,江汉/长港路,2002年建成,近地铁2号线长港路站
福星城南区,20356,江汉/长港路,2013年建成,近地铁2号线长港路站
金家墩189号,暂无,江汉/长港路,未知年建成,近地铁2号线汉口火车站站
统建千禧园,30692,江汉/武广万松园,2001年建成,近地铁2号线王家墩东站
新华公寓,19298,江汉/武广万松园,2001年建成,近地铁2号线王家墩东站
马场角小路36号,14808,江汉/CBD西北湖,1998年建成,近地铁3号线范湖站
黄孝北路11号,暂无,江汉/CBD西北湖,1990年建成,近地铁3号线菱角湖站
黄孝北路13号银行宿舍,15631,江汉/CBD西北湖,1998年建成,近地铁3号线菱角湖站
京华时代,22333,江汉/杨汊湖,2011年建成,近地铁6号线石桥站
新华家园悦景居,20968,江汉/杨汊湖,2005年建成,近地铁6号线石桥站
绿色家园,16633,江汉/杨汊湖,2003年建成,近地铁6号线杨汊湖站
钉丝小区,17417,江汉/唐家墩,2000年建成,近地铁6号线唐家墩站
青松社区,19388,江汉/武广万松园,1995年建成,近地铁2号线王家墩东站
常青五垸,15308,江汉/杨汊湖,1995年建成,近地铁6号线杨汊湖站
复兴新村小区,暂无,江汉/CBD西北湖,1996年建成,近地铁3号线云飞路站
北鑫花苑,暂无,江汉/台北香港路,1991年建成,近地铁3号线菱角湖站
人德里,21618,江汉/CBD西北湖,1992年建成,近地铁3号线菱角湖站
唐蔡路12到14号,15079,江汉/唐家墩,2007年建成,近地铁6号线唐家墩站
安友花园,15569,江汉/台北香港路,2000年建成,近地铁6号线三眼桥站
景桥花园和谐小区,16469,江汉/台北香港路,2000年建成,近地铁6号线三眼桥站
香港路,19201,江汉/新华路万达,未知年建成,近地铁6号线三眼桥站
中原宿舍,暂无,江汉/台北香港路,2002年建成,近地铁3号线香港路站
德富花园,19855,江汉/CBD西北湖,2000年建成,近地铁3号线范湖站
电建地产盛世江城,19775,江汉/长港路,2016年建成,近地铁6号线杨汊湖站
新长江京华国际,15450,江汉/塔子湖,2016年建成,近地铁6号线石桥站
电力社区,18776,江汉/宝丰崇仁,1992年建成,近地铁2号线王家墩东站
邮电小区,暂无,江汉/武广万松园,1998年建成,近地铁2号线王家墩东站
宇济天仙大厦,20988,江汉/宝丰崇仁,2005年建成,近地铁2号线王家墩东站
天下城市星座,25232,江汉/新华路万达,2004年建成,近地铁3号线菱角湖站
青年广场,18659,江汉/武广万松园,1996年建成,近地铁2号线王家墩东站
东一时区,23433,江汉/武广万松园,2004年建成,近地铁2号线王家墩东站
钻石公寓,24325,江汉/CBD西北湖,2011年建成,近地铁3号线范湖站
元辰国际,21238,江汉/CBD西北湖,2000年建成,近地铁2号线王家墩东站
聚银大厦,18697,江汉/武广万松园,2000年建成,近地铁1号线循礼门站
万科圆方,26760,江汉/新华路万达,2009年建成,近地铁6号线唐家墩站
鸿泰佳园,17717,江汉/CBD西北湖,2001年建成,近地铁2号线王家墩东站
万科金色家园三期,29059,江汉/前进江汉,2010年建成,近地铁1号线友谊路站
福星城市花园,27230,江汉/武广万松园,2003年建成,近地铁1号线友谊路站
电建小区,14202,江汉/长丰常码头,1996年建成,无地铁
东方现代花园,16418,江汉/长丰常码头,2000年建成,近地铁3号线云飞路站
广益天下一期,23644,江汉/前进江汉,2006年建成,近地铁6号线六渡桥站
宝利金国际广场,21916,江汉/前进江汉,2005年建成,近地铁2号线江汉路站
宝利金二期中央荣御,28998,江汉/前进江汉,2010年建成,近地铁2号线江汉路站
江花苑,16462,江汉/塔子湖,2006年建成,近地铁6号线杨汊湖站
天瑞国际酒店公寓,16675,江汉/武广万松园,2007年建成,近地铁2号线中山公园站
单洞社区名仕阁公寓,暂无,江汉/武广万松园,1994年建成,近地铁1号线循礼门站
电业新村,25384,江汉/宝丰崇仁,2006年建成,近地铁2号线青年路站
前进一巷,暂无,江汉/前进江汉,未知年建成,近地铁6号线六渡桥站
任冬新村,暂无,江汉/前进江汉,1990年建成,近地铁1号线友谊路站
雪松路102到106号,19249,江汉/武广万松园,1991年建成,近地铁2号线王家墩东站
万科翡翠国际,暂无,江汉/台北香港路,2017年建成,近地铁3号线菱角湖站
泰源轻纺城,18183,江汉/前进江汉,2007年建成,近地铁6号线六渡桥站
游子乡大厦,13808,江汉/武广万松园,未知年建成,近地铁2号线中山公园站
新兴华鼎丽都,暂无,江汉/唐家墩,2005年建成,近地铁6号线唐家墩站
北湖供电局宿舍,19699,江汉/CBD西北湖,1990年建成,近地铁3号线菱角湖站
景蓝公寓,16605,江汉/CBD西北湖,2000年建成,近地铁6号线唐家墩站
省运社区,22622,江汉/武广万松园,1996年建成,近地铁2号线中山公园站
党校宿舍（长港路）,15242,江汉/长港路,2005年建成,近地铁2号线长港路站
出版社小区,17471,江汉/武广万松园,未知年建成,无地铁
新天门墩21号,暂无,江汉/新华路万达,未知年建成,近地铁6号线三眼桥站
建设大道426号,暂无,江汉/宝丰崇仁,未知年建成,近地铁2号线王家墩东站
前进四路143到145号,17481,江汉/前进江汉,未知年建成,无地铁
前三眼桥76号,暂无,江汉/台北香港路,未知年建成,无地铁
妙墩路42号,16863,江汉/宝丰崇仁,未知年建成,近地铁2号线王家墩东站
银河里,15506,江汉/长港路,未知年建成,近地铁2号线汉口火车站站
金雅大厦,暂无,江汉/长港路,2017年建成,近地铁2号线长港路站
中央华府,18657,江汉/宝丰崇仁,未知年建成,近地铁2号线王家墩东站
唐蔡路18号,暂无,江汉/唐家墩,未知年建成,近地铁6号线唐家墩站
电信宿舍,17499,江汉/唐家墩,未知年建成,近地铁6号线唐家墩站
江达路28号,暂无,江汉/常青路,未知年建成,无地铁
蓝天花园,21526,江汉/CBD西北湖,未知年建成,无地铁
航空路建筑村86-87号,暂无,江汉/宝丰崇仁,2012年建成,近地铁2号线青年路站
雪松路115到117号,暂无,江汉/武广万松园,未知年建成,近地铁2号线王家墩东站
人智里70到71号,暂无,江汉/CBD西北湖,1995年建成,近地铁3号线菱角湖站
花楼宿舍,暂无,江汉/台北香港路,1996年建成,近地铁3号线菱角湖站
解放大道872号,暂无,江汉/武广万松园,未知年建成,无地铁
西马后路22号,暂无,江汉/武广万松园,未知年建成,无地铁
法院宿舍东苑,暂无,江汉/台北香港路,未知年建成,近地铁6号线三眼桥站
新华路215号,暂无,江汉/武广万松园,未知年建成,无地铁
台北路212到214号,暂无,江汉/台北香港路,未知年建成,无地铁
汉江公寓,暂无,江汉/CBD西北湖,未知年建成,无地铁
济生新村43号,暂无,江汉/前进江汉,未知年建成,无地铁
西园商业街,暂无,江汉/武广万松园,未知年建成,无地铁
台北路212到214号,暂无,江汉/台北香港路,未知年建成,无地铁
三眼桥二村231号,暂无,江汉/台北香港路,未知年建成,无地铁
联保社区,暂无,江汉/前进江汉,未知年建成,无地铁
永安公寓,暂无,江汉/前进江汉,未知年建成,无地铁
复兴湾公寓,暂无,江汉/长丰常码头,未知年建成,无地铁
姑嫂树85-89号,暂无,江汉/杨汊湖,未知年建成,无地铁
新世纪都市花园梅园,18377,江汉/CBD西北湖,2003年建成,近地铁3号线范湖站
新世纪都市花园沁园春,18085,江汉/CBD西北湖,2004年建成,近地铁3号线范湖站
汉口花园一期B区,18667,江汉/塔子湖,2003年建成,近地铁6号线石桥站
万景国际,25247,江汉/CBD西北湖,2011年建成,近地铁3号线范湖站
阳光花园,18186,江汉/杨汊湖,2001年建成,近地铁2号线长港路站
金盾花园,15274,江汉/常青路,2001年建成,无地铁
八古墩左一巷,暂无,江汉/唐家墩,未知年建成,近地铁6号线唐家墩站
华安里社区,暂无,江汉/长丰常码头,1996年建成,无地铁
蓝色天际,17083,江汉/唐家墩,2003年建成,近地铁6号线唐家墩站
常青二垸,15843,江汉/杨汊湖,1992年建成,近地铁2号线金银潭站
香江花园四期,21527,江汉/唐家墩,2004年建成,近地铁6号线三眼桥站
阳光大厦,9703,江汉/新华路万达,2006年建成,近地铁6号线三眼桥站
台银大厦,15738,江汉/常青路,2006年建成,近地铁2号线长港路站
新世界常青南园,25325,江汉/长港路,2011年建成,近地铁2号线长港路站
常青四垸,16895,江汉/杨汊湖,1990年建成,近地铁6号线石桥站
博海名居,18169,江汉/杨汊湖,2007年建成,近地铁6号线石桥站
西湖庭居,暂无,江汉/武广万松园,未知年建成,近地铁2号线王家墩东站
工人新村,16820,江汉/唐家墩,1997年建成,近地铁6号线三眼桥站
湖影公寓,18201,江汉/CBD西北湖,1997年建成,近地铁3号线菱角湖站
青年路,18772,江汉/CBD西北湖,2012年建成,近地铁3号线范湖站
西北湖公寓,暂无,江汉/CBD西北湖,2004年建成,近地铁3号线范湖站
两湖官邸,25972,江汉/CBD西北湖,2009年建成,近地铁3号线范湖站
日月华庭,24392,江汉/新华路万达,2006年建成,近地铁3号线范湖站
万科汉口传奇,25875,江汉/杨汊湖,2015年建成,近地铁6号线石桥站
唐蔡天下,18107,江汉/唐家墩,2014年建成,近地铁6号线唐家墩站
顶琇国际公馆,21537,江汉/长港路,2015年建成,近地铁2号线长港路站
圣淘沙酒店式公寓,17435,江汉/武广万松园,2004年建成,近地铁2号线青年路站
国贸新都,14775,江汉/武广万松园,2005年建成,近地铁2号线王家墩东站
新兴花园,18129,江汉/CBD西北湖,2004年建成,近地铁3号线菱角湖站
顶琇西北湖,32540,江汉/CBD西北湖,2015年建成,近地铁3号线范湖站
世纪华庭,27868,江汉/CBD西北湖,2002年建成,近地铁2号线王家墩东站
香港丽都,20268,江汉/唐家墩,2007年建成,近地铁6号线三眼桥站
长福沁园公寓,16690,江汉/台北香港路,1996年建成,近地铁3号线香港路站
嘉颐新都,14527,江汉/CBD西北湖,2003年建成,近地铁2号线王家墩东站
远洋心里,19157,江汉/杨汊湖,2017年建成,近地铁6号线杨汊湖站
凯旋佳园,15763,江汉/长丰常码头,2004年建成,无地铁
嘉鑫大厦,19406,江汉/宝丰崇仁,2002年建成,近地铁2号线青年路站
科技王广场,23698,江汉/前进江汉,2003年建成,近地铁1号线循礼门站
威嘉白金领域,15961,江汉/长港路,2005年建成,近地铁2号线汉口火车站站
创世纪广场,18489,江汉/武广万松园,2009年建成,近地铁2号线中山公园站
招银大厦,16281,江汉/武广万松园,2004年建成,近地铁2号线王家墩东站
天下名苑,暂无,江汉/台北香港路,2006年建成,近地铁3号线菱角湖站
焕英里,19429,江汉/前进江汉,1991年建成,近地铁1号线友谊路站
长源大厦,18423,江汉/武广万松园,2002年建成,近地铁2号线青年路站
长江日报路45到49号,19055,江汉/台北香港路,未知年建成,近地铁1号线三阳路站
金色雅园五期,20730,江汉/长港路,未知年建成,近地铁2号线长港路站
香河公寓,14936,江汉/CBD西北湖,1998年建成,近地铁2号线汉口火车站站
德望社区,18987,江汉/台北香港路,1990年建成,近地铁3号线菱角湖站
唐蔡路117号,15511,江汉/唐家墩,1996年建成,近地铁6号线唐家墩站
新华小路129号,暂无,江汉/武广万松园,未知年建成,近地铁2号线王家墩东站
兴华尚都国际,暂无,江汉/CBD西北湖,2018年建成,近地铁3号线双墩站
贺家墩社区,暂无,江汉/CBD西北湖,1996年建成,近地铁2号线汉口火车站站
石油宿舍,暂无,江汉/新华路万达,1998年建成,近地铁3号线菱角湖站
万科汉口传奇悦庭,暂无,江汉/唐家墩,2018年建成,近地铁6号线唐家墩站
中百商厦,暂无,江汉/前进江汉,未知年建成,近地铁2号线江汉路站
江汉北村,19077,江汉/武广万松园,未知年建成,近地铁1号线循礼门站
市公安局宿舍,15181,江汉/杨汊湖,未知年建成,近地铁2号线长港路站
北湖宿舍,暂无,江汉/CBD西北湖,未知年建成,近地铁3号线菱角湖站
财神商业广场,暂无,江汉/长港路,未知年建成,无地铁
武汉世界贸易大厦,暂无,江汉/武广万松园,未知年建成,无地铁
福星惠誉福星华府K1,17462,江汉/长港路,2015年建成,近地铁2号线长港路站
循礼村61号,14236,江汉/武广万松园,未知年建成,无地铁
万松园路154到156号,暂无,江汉/武广万松园,未知年建成,近地铁2号线王家墩东站
兴城大厦,暂无,江汉/CBD西北湖,2006年建成,近地铁2号线汉口火车站站
柏龙大厦,暂无,江汉/前进江汉,未知年建成,无地铁
华中社区,暂无,江汉/前进江汉,未知年建成,近地铁2号线江汉路站
新华书店综合楼,15243,江汉/长丰常码头,未知年建成,无地铁
万景橘苑二期,18508,江汉/杨汊湖,2016年建成,近地铁6号线杨汊湖站
黄孝北路48到58号,暂无,江汉/台北香港路,1999年建成,无地铁
供气宿舍,暂无,江汉/台北香港路,未知年建成,无地铁
横桥村52号,暂无,江汉/武广万松园,未知年建成,无地铁
武展社区,暂无,江汉/武广万松园,未知年建成,无地铁
新华下路133号,暂无,江汉/新华路万达,未知年建成,无地铁
三眼桥北路27号,暂无,江汉/台北香港路,未知年建成,无地铁
湖北电影制片厂宿舍,21008,江汉/武广万松园,未知年建成,无地铁
新天门墩86到90号,暂无,江汉/新华路万达,未知年建成,无地铁
江汉北路151到153号,暂无,江汉/武广万松园,未知年建成,无地铁
铁路小区,暂无,江汉/长港路,未知年建成,近地铁2号线长港路站
添地公寓,14880,江汉/CBD西北湖,未知年建成,无地铁
航空小路12号,暂无,江汉/宝丰崇仁,未知年建成,无地铁
高家台134号,暂无,江汉/台北香港路,未知年建成,无地铁
泛海城市广场V46公寓,暂无,江汉/CBD西北湖,2016年建成,近地铁3号线云飞路站
万科汉口传奇唐樾三期,暂无,江汉/唐家墩,未知年建成,近地铁6号线唐家墩站
泛海城市广场V46公寓,暂无,江汉/CBD西北湖,2016年建成,近地铁3号线云飞路站
长城港湾,暂无,江汉/杨汊湖,未知年建成,近地铁2号线长港路站
十二中宿舍,暂无,江汉/宝丰崇仁,1992年建成,近地铁2号线王家墩东站
北湖正街18号,暂无,江汉/CBD西北湖,未知年建成,无地铁
前进一路276号,暂无,江汉/前进江汉,未知年建成,无地铁
建筑村35到38号,暂无,江汉/宝丰崇仁,未知年建成,无地铁
洪益巷87到93号,暂无,江汉/前进江汉,未知年建成,无地铁
香江社区八一三小区,暂无,江汉/新华路万达,未知年建成,无地铁
中大公寓,暂无,江汉/CBD西北湖,未知年建成,无地铁
新港长江府,暂无,江汉/前进江汉,未知年建成,无地铁
姑嫂树社区,暂无,江汉/杨汊湖,未知年建成,无地铁
泛海国际居住区樱海园,31376,江汉/CBD西北湖,2011年建成,近地铁3号线云飞路站
香缇美景,15233,江汉/常青路,2000年建成,无地铁
金利明珠花园,23214,江汉/CBD西北湖,2005年建成,近地铁3号线范湖站
宇济花园,21229,江汉/CBD西北湖,2003年建成,近地铁3号线范湖站
富豪社区祥和家园,19347,江汉/CBD西北湖,2000年建成,近地铁1号线利济北路站
雅苑公寓,18130,江汉/唐家墩,2006年建成,近地铁6号线唐家墩站
万松横路,17005,江汉/武广万松园,1998年建成,近地铁2号线青年路站
万松园路,16827,江汉/武广万松园,2000年建成,近地铁2号线王家墩东站
新华明珠,21931,江汉/武广万松园,2008年建成,近地铁2号线王家墩东站
八古新墩,暂无,江汉/唐家墩,未知年建成,近地铁6号线唐家墩站
东方帝园,15911,江汉/长港路,2003年建成,近地铁2号线汉口火车站站
海虹公寓,17715,江汉/唐家墩,1999年建成,近地铁3号线惠济二路站
荷花池村,18643,江汉/唐家墩,1998年建成,近地铁6号线三眼桥站
市政宿舍,15809,江汉/唐家墩,1995年建成,近地铁6号线唐家墩站
顶琇晶城,21177,江汉/唐家墩,2008年建成,近地铁2号线长港路站
常青街扬子社区,17540,江汉/CBD西北湖,1996年建成,近地铁2号线长港路站
穗丰花园四期,21252,江汉/台北香港路,2011年建成,近地铁3号线香港路站
人智里,17738,江汉/CBD西北湖,1990年建成,近地铁3号线菱角湖站
菱角湖万达广场C区,24480,江汉/新华路万达,2010年建成,近地铁2号线长港路站
马场公寓,14701,江汉/新华路万达,1999年建成,近地铁6号线唐家墩站
紫藤花园,19549,江汉/台北香港路,2002年建成,近地铁6号线三眼桥站
大唐新都,18563,江汉/新华路万达,2005年建成,近地铁6号线唐家墩站
国税局宿舍,暂无,江汉/台北香港路,2004年建成,近地铁4号线楚河汉街站
新华街邮三社区,18992,江汉/武广万松园,1998年建成,近地铁1号线友谊路站
单洞社区,18831,江汉/武广万松园,1994年建成,近地铁1号线友谊路站
湖北邮电,18562,江汉/武广万松园,2003年建成,近地铁1号线友谊路站
江城华庭,23994,江汉/武广万松园,2003年建成,近地铁1号线友谊路站
